country,year,sex,age,suicides_no,population
Hungary,2006,male,15-24,84.0,659708.0
Hungary,2006,male,25-34,196.0,820042.0
Hungary,2006,male,35-54,825.0,1366901.0
Hungary,2006,male,05-14,2.0,543679.0
Hungary,2006,male,55-74,550.0,917547.0
Hungary,2006,male,75+,204.0,227029.0
Hungary,2007,female,15-24,12.0,627355.0
Hungary,2007,female,25-34,32.0,787885.0
Hungary,2007,female,35-54,196.0,1412746.0
Hungary,2007,female,05-14,0.0,505214.0
Hungary,2007,female,55-74,199.0,1235077.0
Hungary,2007,female,75+,132.0,478370.0
Hungary,2007,male,15-24,77.0,652277.0
Hungary,2007,male,25-34,190.0,820057.0
Hungary,2007,male,35-54,791.0,1364796.0
Hungary,2007,male,05-14,2.0,531164.0
Hungary,2007,male,55-74,567.0,927533.0
Hungary,2007,male,75+,252.0,230464.0
Hungary,2008,female,15-24,18.0,620679.0
Hungary,2008,female,25-34,40.0,783195.0
Hungary,2008,female,35-54,193.0,1402042.0
Hungary,2008,female,05-14,0.0,494614.0
Hungary,2008,female,55-74,187.0,1248557.0
Hungary,2008,female,75+,128.0,486526.0
Hungary,2008,male,15-24,76.0,645909.0
Hungary,2008,male,25-34,183.0,815714.0
Hungary,2008,male,35-54,794.0,1360689.0
Hungary,2008,male,05-14,4.0,520680.0
Hungary,2008,male,55-74,590.0,940519.0
Hungary,2008,male,75+,263.0,233660.0
Hungary,2009,female,15-24,19.0,615144.0
Hungary,2009,female,25-34,42.0,770068.0
Hungary,2009,female,35-54,191.0,1390659.0
Hungary,2009,female,05-14,4.0,485140.0
Hungary,2009,female,55-74,212.0,1270295.0
Hungary,2009,female,75+,91.0,493507.0
Hungary,2009,male,15-24,111.0,641509.0
Hungary,2009,male,25-34,188.0,802616.0
Hungary,2009,male,35-54,773.0,1356600.0
Hungary,2009,male,05-14,3.0,511177.0
Hungary,2009,male,55-74,612.0,961155.0
Hungary,2009,male,75+,214.0,236367.0
Hungary,2010,female,15-24,20.0,607500.0
Hungary,2010,female,25-34,37.0,748440.0
Hungary,2010,female,35-54,170.0,1386313.0
Hungary,2010,female,05-14,1.0,477532.0
Hungary,2010,female,55-74,210.0,1293957.0
Hungary,2010,female,75+,109.0,499021.0
Hungary,2010,male,15-24,77.0,635049.0
Hungary,2010,male,25-34,190.0,780872.0
Hungary,2010,male,35-54,760.0,1360114.0
Hungary,2010,male,05-14,2.0,503475.0
Hungary,2010,male,55-74,671.0,983463.0
Hungary,2010,male,75+,242.0,238269.0
Hungary,2011,female,15-24,16.0,595635.0
Hungary,2011,female,25-34,22.0,727841.0
Hungary,2011,female,35-54,182.0,1388027.0
Hungary,2011,female,05-14,3.0,473510.0
Hungary,2011,female,55-74,229.0,1312734.0
Hungary,2011,female,75+,122.0,503846.0
Hungary,2011,male,15-24,87.0,623854.0
Hungary,2011,male,25-34,173.0,758588.0
Hungary,2011,male,35-54,751.0,1370341.0
Hungary,2011,male,05-14,3.0,499293.0
Hungary,2011,male,55-74,632.0,1001836.0
Hungary,2011,male,75+,200.0,239506.0
Hungary,2012,female,15-24,15.0,586456.0
Hungary,2012,female,25-34,28.0,664791.0
Hungary,2012,female,35-54,160.0,1408223.0
Hungary,2012,female,05-14,0.0,470870.0
Hungary,2012,female,55-74,219.0,1343763.0
Hungary,2012,female,75+,124.0,498354.0
Hungary,2012,male,15-24,82.0,618784.0
Hungary,2012,male,25-34,148.0,685537.0
Hungary,2012,male,35-54,683.0,1396201.0
Hungary,2012,male,05-14,2.0,497525.0
Hungary,2012,male,55-74,655.0,1049911.0
Hungary,2012,male,75+,233.0,232766.0
Hungary,2013,female,15-24,12.0,576334.0
Hungary,2013,female,25-34,31.0,642913.0
Hungary,2013,female,35-54,155.0,1416711.0
Hungary,2013,female,05-14,1.0,471456.0
Hungary,2013,female,55-74,200.0,1349472.0
Hungary,2013,female,75+,106.0,503084.0
Hungary,2013,male,15-24,60.0,608253.0
Hungary,2013,male,25-34,107.0,664876.0
Hungary,2013,male,35-54,613.0,1409798.0
Hungary,2013,male,05-14,0.0,497640.0
Hungary,2013,male,55-74,606.0,1058520.0
Hungary,2013,male,75+,201.0,234783.0
Hungary,2014,female,15-24,8.0,564343.0
Hungary,2014,female,25-34,23.0,624055.0
Hungary,2014,female,35-54,152.0,1423878.0
Hungary,2014,female,05-14,0.0,473335.0
Hungary,2014,female,55-74,183.0,1351899.0
Hungary,2014,female,75+,81.0,508688.0
Hungary,2014,male,15-24,72.0,595596.0
Hungary,2014,male,25-34,130.0,648134.0
Hungary,2014,male,35-54,495.0,1422078.0
Hungary,2014,male,05-14,2.0,499483.0
Hungary,2014,male,55-74,600.0,1063532.0
Hungary,2014,male,75+,179.0,237767.0
Hungary,2015,female,15-24,15.0,551149.0
Hungary,2015,female,25-34,27.0,610907.0
Hungary,2015,female,35-54,132.0,1429644.0
Hungary,2015,female,05-14,1.0,473285.0
Hungary,2015,female,55-74,181.0,1350675.0
Hungary,2015,female,75+,123.0,514721.0
Hungary,2015,male,15-24,69.0,582471.0
Hungary,2015,male,25-34,129.0,637775.0
Hungary,2015,male,35-54,472.0,1432703.0
Hungary,2015,male,05-14,2.0,499016.0
Hungary,2015,male,55-74,496.0,1065443.0
Hungary,2015,male,75+,221.0,241730.0
Hungary,2016,female,15-24,14.0,536865.0
Hungary,2016,female,25-34,30.0,602785.0
Hungary,2016,female,35-54,121.0,1432415.0
Hungary,2016,female,05-14,0.0,470109.0
Hungary,2016,female,55-74,161.0,1346205.0
Hungary,2016,female,75+,120.0,521024.0
Hungary,2016,male,15-24,58.0,568065.0
Hungary,2016,male,25-34,98.0,633114.0
Hungary,2016,male,35-54,450.0,1439105.0
Hungary,2016,male,05-14,1.0,495244.0
Hungary,2016,male,55-74,495.0,1064355.0
Hungary,2016,male,75+,214.0,246437.0
Israel,1979,female,15-24,14.0,323700.0
Israel,1979,female,25-34,13.0,297200.0
Israel,1979,female,35-54,18.0,348500.0
Israel,1979,female,05-14,0.0,383200.0
Israel,1979,female,55-74,32.0,257600.0
Israel,1979,female,75+,10.0,53300.0
Israel,1979,male,15-24,28.0,338900.0
Israel,1979,male,25-34,23.0,298700.0
Israel,1979,male,35-54,56.0,325000.0
Israel,1979,male,05-14,2.0,404400.0
Israel,1979,male,55-74,42.0,237000.0
Israel,1979,male,75+,11.0,46300.0
Israel,1980,female,15-24,4.0,327400.0
Israel,1980,female,25-34,12.0,309700.0
Israel,1980,female,35-54,17.0,354100.0
Israel,1980,female,05-14,0.0,396700.0
Israel,1980,female,55-74,28.0,266000.0
Israel,1980,female,75+,13.0,56500.0
Israel,1980,male,15-24,37.0,342700.0
Israel,1980,male,25-34,33.0,311500.0
Israel,1980,male,35-54,34.0,332800.0
Israel,1980,male,05-14,0.0,418500.0
Israel,1980,male,55-74,35.0,240600.0
Israel,1980,male,75+,18.0,49200.0
Israel,1981,female,15-24,12.0,329800.0
Israel,1981,female,25-34,11.0,316100.0
Israel,1981,female,35-54,16.0,361600.0
Israel,1981,female,05-14,0.0,409700.0
Israel,1981,female,55-74,30.0,271500.0
Israel,1981,female,75+,9.0,59100.0
Israel,1981,male,15-24,18.0,345000.0
Israel,1981,male,25-34,31.0,318400.0
Israel,1981,male,35-54,31.0,342500.0
Israel,1981,male,05-14,0.0,431700.0
Israel,1981,male,55-74,42.0,241700.0
Israel,1981,male,75+,10.0,52000.0
Israel,1982,female,15-24,8.0,333200.0
Israel,1982,female,25-34,18.0,319300.0
Israel,1982,female,35-54,16.0,373000.0
Israel,1982,female,05-14,0.0,424300.0
Israel,1982,female,55-74,35.0,275800.0
Israel,1982,female,75+,5.0,61400.0
Israel,1982,male,15-24,13.0,348400.0
Israel,1982,male,25-34,28.0,321800.0
Israel,1982,male,35-54,38.0,355600.0
Israel,1982,male,05-14,0.0,447000.0
Israel,1982,male,55-74,36.0,242200.0
Israel,1982,male,75+,11.0,54500.0
Israel,1983,female,15-24,9.0,329900.0
Israel,1983,female,25-34,16.0,312600.0
Israel,1983,female,35-54,14.0,388400.0
Israel,1983,female,05-14,0.0,421000.0
Israel,1983,female,55-74,29.0,288000.0
Israel,1983,female,75+,12.0,67500.0
Israel,1983,male,15-24,13.0,350800.0
Israel,1983,male,25-34,35.0,305500.0
Israel,1983,male,35-54,38.0,370000.0
Israel,1983,male,05-14,1.0,443300.0
Israel,1983,male,55-74,51.0,250200.0
Israel,1983,male,75+,27.0,60500.0
Israel,1984,female,15-24,7.0,338900.0
Israel,1984,female,25-34,12.0,321900.0
Israel,1984,female,35-54,19.0,401000.0
Israel,1984,female,05-14,1.0,431600.0
Israel,1984,female,55-74,23.0,290000.0
Israel,1984,female,75+,12.0,70900.0
Israel,1984,male,15-24,21.0,360900.0
Israel,1984,male,25-34,38.0,320700.0
Israel,1984,male,35-54,34.0,383500.0
Israel,1984,male,05-14,1.0,454500.0
Israel,1984,male,55-74,36.0,249900.0
Israel,1984,male,75+,22.0,63100.0
Israel,1985,female,15-24,7.0,346200.0
Israel,1985,female,25-34,11.0,324700.0
Israel,1985,female,35-54,19.0,412800.0
Israel,1985,female,05-14,0.0,437800.0
Israel,1985,female,55-74,28.0,290900.0
Israel,1985,female,75+,10.0,75500.0
Israel,1985,male,15-24,19.0,368300.0
Israel,1985,male,25-34,27.0,324000.0
Israel,1985,male,35-54,41.0,396400.0
Israel,1985,male,05-14,0.0,461200.0
Israel,1985,male,55-74,48.0,249100.0
Israel,1985,male,75+,24.0,66600.0
Israel,1986,female,15-24,16.0,354800.0
Israel,1986,female,25-34,12.0,324100.0
Israel,1986,female,35-54,22.0,426900.0
Israel,1986,female,05-14,0.0,441200.0
Israel,1986,female,55-74,32.0,291700.0
Israel,1986,female,75+,14.0,79800.0
Israel,1986,male,15-24,25.0,376700.0
Israel,1986,male,25-34,25.0,323600.0
Israel,1986,male,35-54,47.0,411300.0
Israel,1986,male,05-14,1.0,464900.0
Israel,1986,male,55-74,56.0,248200.0
Israel,1986,male,75+,28.0,70300.0
Israel,1987,female,15-24,7.0,364500.0
Israel,1987,female,25-34,13.0,323100.0
Israel,1987,female,35-54,16.0,441800.0
Israel,1987,female,05-14,0.0,445200.0
Israel,1987,female,55-74,24.0,293000.0
Israel,1987,female,75+,18.0,83500.0
Israel,1987,male,15-24,26.0,386400.0
Israel,1987,male,25-34,33.0,323100.0
Israel,1987,male,35-54,45.0,427100.0
Israel,1987,male,05-14,0.0,469400.0
Israel,1987,male,55-74,57.0,248000.0
Israel,1987,male,75+,32.0,73000.0
Israel,1988,female,15-24,8.0,374200.0
Israel,1988,female,25-34,8.0,322600.0
Israel,1988,female,35-54,29.0,456800.0
Israel,1988,female,05-14,0.0,450700.0
Israel,1988,female,55-74,30.0,293400.0
Israel,1988,female,75+,14.0,88100.0
Israel,1988,male,15-24,36.0,395700.0
Israel,1988,male,25-34,41.0,323900.0
Israel,1988,male,35-54,62.0,442600.0
Israel,1988,male,05-14,1.0,475400.0
Israel,1988,male,55-74,51.0,248700.0
Israel,1988,male,75+,23.0,75200.0
Israel,1989,female,15-24,14.0,384600.0
Israel,1989,female,25-34,17.0,324000.0
Israel,1989,female,35-54,15.0,472000.0
Israel,1989,female,05-14,1.0,455600.0
Israel,1989,female,55-74,33.0,293900.0
Israel,1989,female,75+,25.0,92500.0
Israel,1989,male,15-24,25.0,405300.0
Israel,1989,male,25-34,43.0,326800.0
Israel,1989,male,35-54,62.0,458000.0
Israel,1989,male,05-14,2.0,481100.0
Israel,1989,male,55-74,71.0,249800.0
Israel,1989,male,75+,45.0,77500.0
Israel,1990,female,15-24,13.0,399100.0
Israel,1990,female,25-34,14.0,332700.0
Israel,1990,female,35-54,22.0,495800.0
Israel,1990,female,05-14,0.0,463900.0
Israel,1990,female,55-74,23.0,303300.0
Israel,1990,female,75+,12.0,98300.0
Israel,1990,male,15-24,28.0,418200.0
Israel,1990,male,25-34,48.0,336200.0
Israel,1990,male,35-54,61.0,481600.0
Israel,1990,male,05-14,2.0,490200.0
Israel,1990,male,55-74,52.0,256800.0
Israel,1990,male,75+,29.0,80000.0
Israel,1991,female,15-24,9.0,425100.0
Israel,1991,female,25-34,9.0,351700.0
Israel,1991,female,35-54,27.0,538000.0
Israel,1991,female,05-14,0.0,483600.0
Israel,1991,female,55-74,32.0,328400.0
Israel,1991,female,75+,20.0,105900.0
Israel,1991,male,15-24,49.0,443300.0
Israel,1991,male,25-34,41.0,355600.0
Israel,1991,male,35-54,74.0,521300.0
Israel,1991,male,05-14,3.0,511100.0
Israel,1991,male,55-74,60.0,275600.0
Israel,1991,male,75+,35.0,83600.0
Israel,1992,female,15-24,11.0,443600.0
Israel,1992,female,25-34,17.0,361000.0
Israel,1992,female,35-54,24.0,565600.0
Israel,1992,female,05-14,1.0,494200.0
Israel,1992,female,55-74,36.0,345800.0
Israel,1992,female,75+,14.0,109700.0
Israel,1992,male,15-24,54.0,462200.0
Israel,1992,male,25-34,42.0,365400.0
Israel,1992,male,35-54,74.0,546900.0
Israel,1992,male,05-14,4.0,521600.0
Israel,1992,male,55-74,77.0,288500.0
Israel,1992,male,75+,27.0,84400.0
Israel,1993,female,15-24,7.0,457700.0
Israel,1993,female,25-34,13.0,368000.0
Israel,1993,female,35-54,29.0,586700.0
Israel,1993,female,05-14,1.0,503000.0
Israel,1993,female,55-74,31.0,358900.0
Israel,1993,female,75+,18.0,112500.0
Israel,1993,male,15-24,54.0,476800.0
Israel,1993,male,25-34,47.0,372900.0
Israel,1993,male,35-54,69.0,566800.0
Israel,1993,male,05-14,0.0,530400.0
Israel,1993,male,55-74,64.0,298600.0
Israel,1993,male,75+,38.0,84700.0
Israel,1994,female,15-24,8.0,469900.0
Israel,1994,female,25-34,16.0,376500.0
Israel,1994,female,35-54,25.0,608200.0
Israel,1994,female,05-14,2.0,512100.0
Israel,1994,female,55-74,32.0,370200.0
Israel,1994,female,75+,29.0,116500.0
Israel,1994,male,15-24,57.0,489500.0
Israel,1994,male,25-34,52.0,382000.0
Israel,1994,male,35-54,97.0,586200.0
Israel,1994,male,05-14,3.0,540100.0
Israel,1994,male,55-74,56.0,307700.0
Israel,1994,male,75+,39.0,86000.0
Israel,1995,female,15-24,20.0,481200.0
Israel,1995,female,25-34,4.0,387100.0
Israel,1995,female,35-54,22.0,631000.0
Israel,1995,female,05-14,1.0,521600.0
Israel,1995,female,55-74,28.0,379500.0
Israel,1995,female,75+,27.0,121800.0
Israel,1995,male,15-24,49.0,501600.0
Israel,1995,male,25-34,38.0,393300.0
Israel,1995,male,35-54,72.0,607200.0
Israel,1995,male,05-14,3.0,549800.0
Israel,1995,male,55-74,63.0,314800.0
Israel,1995,male,75+,33.0,88800.0
Israel,1996,female,15-24,9.0,490500.0
Israel,1996,female,25-34,9.0,394500.0
Israel,1996,female,35-54,21.0,659200.0
Israel,1996,female,05-14,0.0,527300.0
Israel,1996,female,55-74,16.0,395400.0
Israel,1996,female,75+,20.0,130600.0
Israel,1996,male,15-24,44.0,512900.0
Israel,1996,male,25-34,38.0,390300.0
Israel,1996,male,35-54,57.0,625600.0
Israel,1996,male,05-14,3.0,555300.0
Israel,1996,male,55-74,50.0,325900.0
Israel,1996,male,75+,39.0,96200.0
Israel,1997,female,15-24,8.0,500700.0
Israel,1997,female,25-34,13.0,407500.0
Israel,1997,female,35-54,16.0,682500.0
Israel,1997,female,05-14,0.0,535600.0
Israel,1997,female,55-74,20.0,400900.0
Israel,1997,female,75+,21.0,136500.0
Israel,1997,male,15-24,66.0,523600.0
Israel,1997,male,25-34,51.0,405400.0
Israel,1997,male,35-54,83.0,647100.0
Israel,1997,male,05-14,2.0,563800.0
Israel,1997,male,55-74,55.0,330000.0
Israel,1997,male,75+,44.0,99900.0
Israel,1998,female,15-24,13.0,511000.0
Israel,1998,female,25-34,10.0,421100.0
Israel,1998,female,35-54,19.0,705600.0
Israel,1998,female,05-14,1.0,543300.0
Israel,1998,female,55-74,21.0,403400.0
Israel,1998,female,75+,15.0,143800.0
Israel,1998,male,15-24,52.0,534300.0
Israel,1998,male,25-34,42.0,421100.0
Israel,1998,male,35-54,55.0,668200.0
Israel,1998,male,05-14,2.0,571700.0
Israel,1998,male,55-74,55.0,333300.0
Israel,1998,male,75+,33.0,103400.0
Israel,1999,female,15-24,7.0,521300.0
Israel,1999,female,25-34,12.0,437200.0
Israel,1999,female,35-54,15.0,728952.0
Israel,1999,female,05-14,0.0,551700.0
Israel,1999,female,55-74,21.0,406997.0
Israel,1999,female,75+,16.0,151632.0
Israel,1999,male,15-24,62.0,544300.0
Israel,1999,male,25-34,50.0,439100.0
Israel,1999,male,35-54,105.0,689686.0
Israel,1999,male,05-14,6.0,580400.0
Israel,1999,male,55-74,43.0,338915.0
Israel,1999,male,75+,31.0,106865.0
Israel,2000,female,15-24,10.0,530270.0
Israel,2000,female,25-34,15.0,455733.0
Israel,2000,female,35-54,24.0,750796.0
Israel,2000,female,05-14,0.0,561751.0
Israel,2000,female,55-74,25.0,414182.0
Israel,2000,female,75+,13.0,159870.0
Israel,2000,male,15-24,65.0,552321.0
Israel,2000,male,25-34,66.0,459153.0
Israel,2000,male,35-54,100.0,709982.0
Israel,2000,male,05-14,1.0,590518.0
Israel,2000,male,55-74,36.0,348176.0
Israel,2000,male,75+,39.0,110539.0
Israel,2001,female,15-24,9.0,536217.0
Israel,2001,female,25-34,9.0,474315.0
Israel,2001,female,35-54,24.0,765725.0
Israel,2001,female,05-14,2.0,571290.0
Israel,2001,female,55-74,14.0,425773.0
Israel,2001,female,75+,17.0,167410.0
Israel,2001,male,15-24,76.0,557718.0
Israel,2001,male,25-34,58.0,478896.0
Israel,2001,male,35-54,94.0,724513.0
Israel,2001,male,05-14,1.0,600457.0
Israel,2001,male,55-74,56.0,361167.0
Israel,2001,male,75+,38.0,113986.0
Israel,2002,female,15-24,14.0,540419.0
Israel,2002,female,25-34,10.0,490754.0
Israel,2002,female,35-54,31.0,773340.0
Israel,2002,female,05-14,2.0,580138.0
Israel,2002,female,55-74,20.0,441786.0
Israel,2002,female,75+,14.0,173506.0
Israel,2002,male,15-24,60.0,561947.0
Israel,2002,male,25-34,59.0,496115.0
Israel,2002,male,35-54,99.0,732491.0
Israel,2002,male,05-14,0.0,610267.0
Israel,2002,male,55-74,45.0,377599.0
Israel,2002,male,75+,28.0,117146.0
Israel,2003,female,15-24,5.0,544294.0
Israel,2003,female,25-34,8.0,503837.0
Israel,2003,female,35-54,25.0,779552.0
Israel,2003,female,05-14,0.0,589505.0
Israel,2003,female,55-74,24.0,457426.0
Israel,2003,female,75+,10.0,178813.0
Israel,2003,male,15-24,62.0,566251.0
Israel,2003,male,25-34,57.0,509736.0
Israel,2003,male,35-54,125.0,739587.0
Israel,2003,male,05-14,3.0,620511.0
Israel,2003,male,55-74,70.0,393481.0
Israel,2003,male,75+,28.0,120134.0
Israel,2004,female,15-24,11.0,548642.0
Israel,2004,female,25-34,14.0,514416.0
Israel,2004,female,35-54,30.0,788499.0
Israel,2004,female,05-14,2.0,599789.0
Israel,2004,female,55-74,18.0,471206.0
Israel,2004,female,75+,16.0,183915.0
Israel,2004,male,15-24,68.0,570981.0
Israel,2004,male,25-34,66.0,520746.0
Israel,2004,male,35-54,90.0,749833.0
Israel,2004,male,05-14,1.0,631409.0
Israel,2004,male,55-74,65.0,407467.0
Israel,2004,male,75+,30.0,123028.0
Israel,2005,female,15-24,13.0,553467.0
Israel,2005,female,25-34,16.0,523192.0
Israel,2005,female,35-54,42.0,798431.0
Israel,2005,female,05-14,1.0,611245.0
Israel,2005,female,55-74,26.0,486213.0
Israel,2005,female,75+,23.0,188969.0
Israel,2005,male,15-24,66.0,576279.0
Israel,2005,male,25-34,56.0,529472.0
Israel,2005,male,35-54,93.0,761176.0
Israel,2005,male,05-14,2.0,643592.0
Israel,2005,male,55-74,52.0,422405.0
Israel,2005,male,75+,35.0,126420.0
Israel,2006,female,15-24,18.0,558626.0
Israel,2006,female,25-34,10.0,529943.0
Israel,2006,female,35-54,31.0,808874.0
Israel,2006,female,05-14,1.0,623474.0
Israel,2006,female,55-74,15.0,503743.0
Israel,2006,female,75+,13.0,193121.0
Israel,2006,male,15-24,61.0,582025.0
Israel,2006,male,25-34,51.0,535920.0
Israel,2006,male,35-54,84.0,773099.0
Israel,2006,male,05-14,0.0,656549.0
Israel,2006,male,55-74,61.0,439413.0
Israel,2006,male,75+,22.0,129698.0
Israel,2007,female,15-24,10.0,564137.0
Israel,2007,female,25-34,10.0,536280.0
Israel,2007,female,35-54,23.0,819830.0
Israel,2007,female,05-14,0.0,635670.0
Israel,2007,female,55-74,13.0,521935.0
Israel,2007,female,75+,7.0,196820.0
Israel,2007,male,15-24,45.0,587792.0
Israel,2007,male,25-34,51.0,541856.0
Israel,2007,male,35-54,85.0,785826.0
Israel,2007,male,05-14,3.0,669312.0
Israel,2007,male,55-74,50.0,456922.0
Israel,2007,male,75+,29.0,132434.0
Israel,2008,female,15-24,7.0,569127.0
Israel,2008,female,25-34,11.0,543016.0
Israel,2008,female,35-54,14.0,831482.0
Israel,2008,female,05-14,2.0,648707.0
Israel,2008,female,55-74,15.0,539561.0
Israel,2008,female,75+,11.0,200835.0
Israel,2008,male,15-24,65.0,592791.0
Israel,2008,male,25-34,42.0,548741.0
Israel,2008,male,35-54,80.0,799582.0
Israel,2008,male,05-14,2.0,682613.0
Israel,2008,male,55-74,62.0,474005.0
Israel,2008,male,75+,43.0,135142.0
Israel,2009,female,15-24,13.0,573738.0
Israel,2009,female,25-34,18.0,555764.0
Israel,2009,female,35-54,32.0,866442.0
Israel,2009,female,05-14,1.0,650032.0
Israel,2009,female,55-74,22.0,562448.0
Israel,2009,female,75+,8.0,208438.0
Israel,2009,male,15-24,48.0,597179.0
Israel,2009,male,25-34,67.0,557283.0
Israel,2009,male,35-54,91.0,836965.0
Israel,2009,male,05-14,4.0,683070.0
Israel,2009,male,55-74,77.0,499108.0
Israel,2009,male,75+,23.0,141368.0
Israel,2010,female,15-24,10.0,576967.0
Israel,2010,female,25-34,9.0,559584.0
Israel,2010,female,35-54,33.0,882268.0
Israel,2010,female,05-14,3.0,662543.0
Israel,2010,female,55-74,22.0,580202.0
Israel,2010,female,75+,9.0,213458.0
Israel,2010,male,15-24,63.0,600681.0
Israel,2010,male,25-34,77.0,561408.0
Israel,2010,male,35-54,119.0,854628.0
Israel,2010,male,05-14,2.0,696652.0
Israel,2010,male,55-74,93.0,515880.0
Israel,2010,male,75+,40.0,145554.0
Israel,2011,female,15-24,12.0,583108.0
Israel,2011,female,25-34,16.0,559719.0
Israel,2011,female,35-54,22.0,899777.0
Israel,2011,female,05-14,0.0,675036.0
Israel,2011,female,55-74,30.0,598715.0
Israel,2011,female,75+,7.0,220868.0
Israel,2011,male,15-24,41.0,605530.0
Israel,2011,male,25-34,45.0,560802.0
Israel,2011,male,35-54,111.0,872269.0
Israel,2011,male,05-14,1.0,712716.0
Israel,2011,male,55-74,80.0,532080.0
Israel,2011,male,75+,44.0,150875.0
Israel,2012,female,15-24,13.0,589147.0
Israel,2012,female,25-34,17.0,566255.0
Israel,2012,female,35-54,18.0,916404.0
Israel,2012,female,05-14,0.0,688296.0
Israel,2012,female,55-74,24.0,612293.0
Israel,2012,female,75+,9.0,224319.0
Israel,2012,male,15-24,32.0,614618.0
Israel,2012,male,25-34,57.0,568580.0
Israel,2012,male,35-54,131.0,890948.0
Israel,2012,male,05-14,3.0,723667.0
Israel,2012,male,55-74,93.0,546015.0
Israel,2012,male,75+,33.0,154818.0
Israel,2013,female,15-24,5.0,597664.0
Israel,2013,female,25-34,15.0,571000.0
Israel,2013,female,35-54,26.0,932764.0
Israel,2013,female,05-14,0.0,702017.0
Israel,2013,female,55-74,23.0,627505.0
Israel,2013,female,75+,12.0,230693.0
Israel,2013,male,15-24,30.0,623751.0
Israel,2013,male,25-34,47.0,574069.0
Israel,2013,male,35-54,102.0,907964.0
Israel,2013,male,05-14,7.0,737875.0
Israel,2013,male,55-74,71.0,560632.0
Israel,2013,male,75+,34.0,160074.0
Israel,2014,female,15-24,10.0,607031.0
Israel,2014,female,25-34,13.0,576407.0
Israel,2014,female,35-54,29.0,949566.0
Israel,2014,female,05-14,1.0,717118.0
Israel,2014,female,55-74,24.0,645102.0
Israel,2014,female,75+,11.0,236381.0
Israel,2014,male,15-24,35.0,633544.0
Israel,2014,male,25-34,41.0,580208.0
Israel,2014,male,35-54,125.0,925543.0
Israel,2014,male,05-14,7.0,753317.0
Israel,2014,male,55-74,54.0,577076.0
Israel,2014,male,75+,32.0,164959.0
Israel,2015,female,15-24,8.0,617440.0
Israel,2015,female,25-34,13.0,581972.0
Israel,2015,female,35-54,20.0,967412.0
Israel,2015,female,05-14,1.0,733603.0
Israel,2015,female,55-74,17.0,664823.0
Israel,2015,female,75+,14.0,241083.0
Israel,2015,male,15-24,35.0,644674.0
Israel,2015,male,25-34,45.0,586251.0
Israel,2015,male,35-54,92.0,944406.0
Israel,2015,male,05-14,2.0,770443.0
Israel,2015,male,55-74,65.0,595247.0
Israel,2015,male,75+,30.0,168826.0
Japan,1979,female,15-24,767.0,7891900.0
Japan,1979,female,25-34,1189.0,9794700.0
Japan,1979,female,35-54,2269.0,16431900.0
Japan,1979,female,05-14,28.0,9162300.0
Japan,1979,female,55-74,2369.0,9241900.0
Japan,1979,female,75+,1331.0,2120600.0
Japan,1979,male,15-24,1608.0,8175900.0
Japan,1979,male,25-34,2564.0,9863400.0
Japan,1979,male,35-54,4938.0,16287500.0
Japan,1979,male,05-14,66.0,9636600.0
Japan,1979,male,55-74,2519.0,7276300.0
Japan,1979,male,75+,1063.0,1385500.0
Japan,1980,female,15-24,646.0,7929400.0
Japan,1980,female,25-34,1120.0,9846100.0
Japan,1980,female,35-54,2263.0,16495700.0
Japan,1980,female,05-14,14.0,9254300.0
Japan,1980,female,55-74,2384.0,9547700.0
Japan,1980,female,75+,1332.0,2221300.0
Japan,1980,male,15-24,1354.0,8183800.0
Japan,1980,male,25-34,2489.0,9967000.0
Japan,1980,male,35-54,5044.0,16333800.0
Japan,1980,male,05-14,41.0,9737300.0
Japan,1980,male,55-74,2679.0,7518700.0
Japan,1980,male,75+,1050.0,1438400.0
Japan,1981,female,15-24,495.0,7841100.0
Japan,1981,female,25-34,1109.0,9915500.0
Japan,1981,female,35-54,2166.0,16494400.0
Japan,1981,female,05-14,25.0,9446800.0
Japan,1981,female,55-74,2318.0,9880200.0
Japan,1981,female,75+,1264.0,2305700.0
Japan,1981,male,15-24,1196.0,8121000.0
Japan,1981,male,25-34,2338.0,10038800.0
Japan,1981,male,35-54,5198.0,16363000.0
Japan,1981,male,05-14,62.0,9946600.0
Japan,1981,male,55-74,2816.0,7833300.0
Japan,1981,male,75+,989.0,1488300.0
Japan,1982,female,15-24,519.0,7992200.0
Japan,1982,female,25-34,1037.0,9517500.0
Japan,1982,female,35-54,2273.0,16891300.0
Japan,1982,female,05-14,22.0,9393700.0
Japan,1982,female,55-74,2273.0,10178300.0
Japan,1982,female,75+,1326.0,2437600.0
Japan,1982,male,15-24,1202.0,8303200.0
Japan,1982,male,25-34,2319.0,9629800.0
Japan,1982,male,35-54,5654.0,16791300.0
Japan,1982,male,05-14,54.0,9889900.0
Japan,1982,male,55-74,2778.0,8131000.0
Japan,1982,male,75+,1078.0,1567100.0
Japan,1983,female,15-24,576.0,8060000.0
Japan,1983,female,25-34,996.0,9021000.0
Japan,1983,female,35-54,2464.0,17253000.0
Japan,1983,female,05-14,27.0,9262000.0
Japan,1983,female,55-74,2511.0,10438000.0
Japan,1983,female,75+,1516.0,2563000.0
Japan,1983,male,15-24,1359.0,8400000.0
Japan,1983,male,25-34,2604.0,9130000.0
Japan,1983,male,35-54,7695.0,17160000.0
Japan,1983,male,05-14,65.0,9748000.0
